price,amount
0.00005512,316.0
0.00005510,315.0
0.00005509,12652.0
0.00005005,2871.0
0.00004505,5000.0
0.00004106,28957.0
0.00004105,2766.0
0.00003505,5000.0
0.00003005,5000.0
0.00002007,2820.0
0.00000812,4675.0
0.00000800,202068.0
0.00000788,1180.0
0.00000700,103.0
0.00000660,11957.0
0.00000011,738.0
0.00000010,100.0
0.00000001,226184.0
